Bf-Nr;Bahnhof;DS 100;Aufgaben­träger;Bahnhofs­kategorie 2015;Bahnhofs­kategorie 2005;Bundes­land;Regional­bereich;Stations­preis 2015 [€];Stations­preis 2005 [€];Veränderung 2005–2015 [%]
3687;Leutesdorf (Rhein);KLET;ZVRP Nord;5;5;Rheinland-Pfalz;Mitte;2,57;1,73;32,68
3688;Leuthen (b Cottbus);BLE;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
3689;Leutkirch;TLK;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
437;Leverkusen Chempark;;NVR;5;;Nordrhein-Westfalen;;3,54;;
3691;Leverkusen Mitte;KLMIH;NVR;4;3;Nordrhein-Westfalen;West;3,73;5,81;–55,76
3691;Leverkusen Mitte;KLMI;NVR;4;3;Nordrhein-Westfalen;West;3,73;5,81;–55,76
3692;Leverkusen-Küppersteg;KLKH;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
3692;Leverkusen-Küppersteg;KLK;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
3693;Leverkusen-Rheindorf;KLRH;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
3693;Leverkusen-Rheindorf;KLRD;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
3694;Leverkusen-Schlebusch;KLS;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
3696;Lich (Oberhess);FLI;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
3699;Lichtenberg (Erzgeb);DLIG;VMS;7;6;Sachsen;Südost;3,15;2,37;24,76
3700;Lichtenfels;NLF;BEG;3;3;Bayern;Süd;5,81;8,54;–46,99
3701;Lichtenhagen;WLH;VMV;4;4;Mecklenburg-Vorpommern;Ost;5,36;1,28;76,12
3703;Lichtenrade;BLRD;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
3704;Lichtenstein (Sachs);DLTS;VMS;7;6;Sachsen;Südost;3,15;2,37;24,76
3705;Lichtentanne (Sachs);DLI;VMS;6;6;Sachsen;Südost;4,26;2,37;44,37
3706;Lichtentanne (Thür);ULIT;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
3707;Lichtenthal;NLH;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
7730;Lichterfelde Süd;BLIS;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
3708;Liebenau (Bz Kassel);FLIB;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
3709;Liebenthal (Prign);WLBT;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
3712;Lieblos;FLIE;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
3716;Lietzow (Rügen);WLI;VMV;6;5;Mecklenburg-Vorpommern;Ost;5,24;9,03;–72,33
3717;Limbach (b Homburg,Saar);SLB;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
3719;Limbach (Vogtl);DLIM;ZVV;6;6;Sachsen;Südost;4,03;2,37;41,19
3720;Limburg (Lahn);FL;RMV;3;3;Hessen;Mitte;4,66;4,65;0,21
3723;Limburg Süd;FLIS;RMV;4;2;Hessen;Mitte;3,2;15,81;–394,06
3721;Limburgerhof;RLI;ZPNV Süd;4;4;Rheinland-Pfalz;Mitte;4,26;1,31;69,25
3722;Limmritz (Sachs);DLM;VMS;6;6;Sachsen;Südost;4,26;2,37;44,37
3724;Linda (Elster);LLI;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
3725;Lindach;RLID;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3727;Lindau Hbf;MLI;BEG;3;3;Bayern;Süd;5,81;8,54;–46,99
3728;Lindau-Aeschach;MLIA;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3728;Lindau-Aeschach;MALI;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3732;Lindenberg (Mark);BLNG;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
3733;Lindenholzhausen;FLHN;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
3734;Lindern;KLD;NVR;4;4;Nordrhein-Westfalen;West;3,73;1,89;49,33
3736;Lindhorst (Schaumb-Lippe);HLH;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
3738;Lindow (Mark);WLDW;LNVG;6;6;Brandenburg;Ost;4,62;3,44;25,54
3740;Lindwedel;HLWL;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
3741;Lingen (Ems);HLIG;LNVG;4;3;Niedersachsen;Nord;5,93;6,53;–10,12
3742;Lingenfeld;RLF;ZPNV Süd;6;5;Rheinland-Pfalz;Mitte;2,08;1,73;16,83
3743;Linsburg;HLBU;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
3744;Linz (Rhein);KLI;ZVRP Nord;4;5;Rheinland-Pfalz;Mitte;5,26;1,73;67,11
3746;Lippstadt;ELPP;NWL;4;3;Nordrhein-Westfalen;West;5,35;5,81;–8,6
3747;Lispenhausen;FLIH;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
3748;Lissendorf;KLIS;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
3749;Listerscheid;ELIS;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3750;Littfeld;ELTF;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3751;Löbau (Sachs);DL;ZVON;4;3;Sachsen;Südost;9,13;21,59;–136,47
3753;Lobenstein (Thür);ULB;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
3754;Lobstädt;LLO;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
3755;Loburg;LLOG;ZVNL;6;6;Sachsen-Anhalt;Südost;2,57;1,97;23,35
3756;Löcherberg;RLOE;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
3757;Lochham;MLCH;BEG;4;4;Bayern;Süd;3,97;1,44;63,73
3758;Löcknitz;WLK;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
3760;Lödingsen;HLOD;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
3761;Löf;SLF;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
3762;Löffingen;RLGN;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3763;Lohgarten-Roth;NLOR;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
3764;Lohhof;MLH;BEG;5;4;Bayern;Süd;3,17;1,44;54,57
3765;Lohmen;DLO;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
3766;Löhnberg;FLOE;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
3767;Lohne (Oldb);HLON;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
3768;Löhne (Westf);HL;NWL;4;5;Nordrhein-Westfalen;West;5,35;2,83;47,1
3769;Lohnweiler;SLOH;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
3770;Lohr Bahnhof;NLO;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
3773;Lohsa;BLOH;BEG;5;6;Sachsen;Südost;3,17;2,37;25,24
3775;Loitsch-Hohenleuben;ULHO;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
3776;Lollar;FLOL;RMV;5;6;Hessen;Mitte;2,83;2,32;18,02
3778;Lonsee;TLON;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3779;Loppenhausen;MLOH;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
3780;Lorch (Rhein);FLOR;RMV;6;5;Hessen;Mitte;3,13;2,37;24,28
3781;Lorch (Württ);TLO;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
3782;Lorchhausen;FLON;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
3783;Lörrach;RLR;NVBW;4;4;Baden-Württemberg;Südwest;4,62;1,47;68,18
8043;Lörrach Dammstraße;;NVBW;7;;Baden-Württemberg;;2,33;;
3783;Lörrach Hbf;;NVBW;4;;Baden-Württemberg;;4,62;;
8044;Lörrach Schillerstraße;RLRS;NVBW;5;4;Baden-Württemberg;Südwest;3,49;1,47;57,88
8045;Lörrach Schwarzwaldstraße;;NVBW;5;;Baden-Württemberg;;3,49;;
3784;Lörrach-Stetten;RLST;NVBW;6;4;Baden-Württemberg;Südwest;2,93;1,47;49,83
3785;Lorsbach;FLB;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
3786;Lorsch;FLO;VRN;6;6;Hessen;Mitte;2,77;2,32;16,25
3787;Lörzenbach-Fahrenbach;RLFB;VRN;7;6;Hessen;Mitte;1,98;2,32;–17,17
3789;Lössau;DLAU;VRN;7;6;Thüringen;Südost;1,98;1,78;10,1
3790;Loßburg-Rodt;RLOS;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
3795;Lövenich;KLOV;NVR;5;4;Nordrhein-Westfalen;West;3,54;1,89;46,61
3795;Lövenich;KLO;NVR;5;4;Nordrhein-Westfalen;West;3,54;1,89;46,61
3796;Löwenberg (Mark);WLO;VBB;6;5;Brandenburg;Ost;4,66;6,95;–49,14
3797;Löwenberg (Mark) Dorf;WLOD;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
3798;Löwental;TLOE;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3799;Loxstedt;HLOX;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
3801;Lübbecke (Westf);HLBB;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3802;Lübben (Spreewald);BLB;VBB;4;3;Brandenburg;Ost;5,47;19,94;–264,53
3805;Lübbenau (Spreewald);BLN;VBB;4;5;Brandenburg;Ost;5,47;6,95;–27,06
3806;Lübberstedt;HLBR;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
8300;Lübeck Dänischburg IKEA;;LVS;5;;Schleswig-Holstein;;4,66;;
3807;Lübeck Hbf;AL;LVS;2;2;Schleswig-Holstein;Nord;26,68;31,02;–16,27
8266;Lübeck Hochschulstadtteil;;LVS;6;;Schleswig-Holstein;;4,33;;
3810;Lübeck Kücknitz;ALKR;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
3810;Lübeck Kücknitz;ALKN;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
3812;Lübeck Travemünde Hafen;ALTH;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
3813;Lübeck Travemünde Skandinavienkai;ALTK;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
3814;Lübeck Travemünde Strand;ALTS;LVS;6;5;Schleswig-Holstein;Nord;4,33;4,06;6,24
3808;Lübeck-Flughafen;;LVS;6;;Schleswig-Holstein;;4,33;;
3810;Lübeck-Kücknitz;;LVS;6;;Schleswig-Holstein;;4,33;;
2596;Lübeck-St,Jürgen;ALSJ;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
3812;Lübeck-Travemünde Hafen;;LVS;6;;Schleswig-Holstein;;4,33;;
3813;Lübeck-Travemünde Skandinavienkai;;LVS;6;;Schleswig-Holstein;;4,33;;
3814;Lübeck-Travemünde Strand;;LVS;6;;Schleswig-Holstein;;4,33;;
3815;Lüblow (Meckl);WLOW;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
3817;Lubolz;BLU;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
3818;Lübs (b Magdeburg);LLBS;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
3819;Lübstorf;WLST;VMV;6;5;Mecklenburg-Vorpommern;Ost;5,24;9,03;–72,33
3820;Lübz;WLZ;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
3821;Lüchtringen;HLN;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
5634;Luckaitztal;;VBB;6;;Brandenburg;;4,66;;
6305;Luckau-Uckro;BUK;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
3825;Luckenau;LLUC;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
3827;Luckenwalde;BLD;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
3828;Lüdenscheid;ELS;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3830;Lüdersdorf (Meckl);WLF;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
3831;Ludersheim;NLHM;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
3832;Lüdinghausen;ELDH;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
1938;Ludwigsau-Friedlos;FFL;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
3833;Ludwigsburg;TLU;NVBW;3;3;Baden-Württemberg;Südwest;6,43;6,87;–6,84
3834;Ludwigschorgast;NLS;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3835;Ludwigsfelde;BLF;VBB;4;5;Brandenburg;Ost;5,47;6,95;–27,06
8240;Ludwigsfelde-Struveshof;;VBB;6;;Brandenburg;;4,66;;
3836;Ludwigshafen (Bodensee);RLU;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3837;Ludwigshafen (Rhein) Hbf;RL T;ZPNV Süd;2;3;Rheinland-Pfalz;Mitte;18,87;9,56;49,34
3837;Ludwigshafen (Rhein) Hbf;RL;ZPNV Süd;2;3;Rheinland-Pfalz;Mitte;18,87;9,56;49,34
7385;Ludwigshafen (Rhein) Mitte;RLSM;ZPNV Süd;3;4;Rheinland-Pfalz;Mitte;4,33;1,31;69,75
7385;Ludwigshafen (Rhein) Mitte;RLBM;ZPNV Süd;3;4;Rheinland-Pfalz;Mitte;4,33;1,31;69,75
3838;Ludwigshafen-Mundenheim;RLUM;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
3839;Ludwigshafen-Oggersheim;RLO;ZPNV Süd;4;6;Rheinland-Pfalz;Mitte;4,26;1,47;65,49
3840;Ludwigshafen-Rheingönheim;RLUR;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
3841;Ludwigshöhe;NLUD;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3843;Ludwigslust;WL;VMV;4;3;Mecklenburg-Vorpommern;Ost;5,36;18,8;–250,75
3844;Ludwigsstadt;NLUS;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3845;Ludwigsthal;NLT;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
3847;Lügde;HLUE;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3848;Luhe;NLU;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3849;Luhe-Wildenau;NLW;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3850;Luisenthal (Saar);SLU;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
3851;Luisenthal (Thür);ULT;VGS;6;6;Thüringen;Südost;1,83;1,78;2,73
3854;Lunden;ALU;LVS;5;6;Schleswig-Holstein;Nord;4,66;2,56;45,06
3855;Lüneburg;ALBGW;LNVG;2;2;Niedersachsen;Nord;21,53;16,61;22,85
3855;Lüneburg;ALBG;LNVG;2;2;Niedersachsen;Nord;21,53;16,61;22,85
3856;Lünen Hbf;ELUE;NWL;4;3;Nordrhein-Westfalen;West;5,35;5,81;–8,6
3857;Lünern;ELRN;NWL;6;5;Nordrhein-Westfalen;West;4,1;2,83;30,98
3858;Lunestedt;HLUN;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
3861;Lüssow (Meckl);WLW;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
3862;Lutherstadt Eisleben;LEL;NASA;5;5;Sachsen-Anhalt;Südost;4,16;4,03;3,13
3863;Lutherstadt Wittenberg;LW;NASA;3;3;Sachsen-Anhalt;Südost;7,66;15,92;–107,83
3864;Lutherstadt Wittenberg Altstadt;;NASA;6;;Sachsen-Anhalt;;4,07;;
3864;Lutherstadt Wittenberg Elbtor;LWET;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
3865;Lutherstadt Wittenberg West;LWBW;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
6667;Lutherstadt Wittenberg-Labetz;;NASA;6;;Sachsen-Anhalt;;4,07;;
3866;Lutherstadt Wittenberg-Piesteritz;LWP;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
8024;Lutten;HLTT;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
3869;Lütten Klein;WLKL;VMV;5;4;Mecklenburg-Vorpommern;Ost;5,08;1,28;74,8
3870;Lütter;FLUE;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
3871;Lutum;ELUT;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3872;Lützel;ELUZ;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
3873;Lützelsachsen;RLUE;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
3876;Lützow;WLTW;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
3877;Lützschena;LLA;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
3880;Machern (Sachs);LMAC;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
3881;Magdeburg Hbf;LM;NASA;2;2;Sachsen-Anhalt;Südost;27,76;19,37;30,22
3883;Magdeburg SKET Industriepark;;NASA;5;;Sachsen-Anhalt;;4,16;;
3882;Magdeburg Südost;LMSO;NASA;5;4;Sachsen-Anhalt;Südost;4,16;1,4;66,35
3883;Magdeburg Thälmannwerk;LMTW;NASA;5;5;Sachsen-Anhalt;Südost;4,16;4,03;3,13
3884;Magdeburg-Buckau;LMB;NASA;4;5;Sachsen-Anhalt;Südost;4,99;4,03;19,24
3885;Magdeburg-Eichenweiler;LMGE;NASA;5;4;Sachsen-Anhalt;Südost;4,16;1,4;66,35
3886;Magdeburg-Hasselbachplatz;LMGH;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
7971;Magdeburg-Herrenkrug;LMHR;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
3887;Magdeburg-Neustadt;LMN;NASA;4;4;Sachsen-Anhalt;Südost;4,99;1,4;71,94
3888;Magdeburg-Rothensee;LMRH;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
3888;Magdeburg-Rothensee;LMR H;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
3888;Magdeburg-Rothensee;LMR;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
3889;Magdeburg-Salbke;LMSA;NASA;5;5;Sachsen-Anhalt;Südost;4,16;4,03;3,13
3890;Magdeburg-Sudenburg;LMS;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
7562;Magstadt;;VRStutt;6;;Baden-Württemberg;;1,53;;
3891;Mahlow;BMAH;VBB;5;4;Brandenburg;Ost;4,08;2,74;32,84
3892;Mahlwinkel;LMW;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
8110;Maichingen;;VRStutt;6;;Baden-Württemberg;;1,53;;
8109;Maichingen Nord;;VRStutt;6;;Baden-Württemberg;;1,53;;
3893;Maikammer-Kirrweiler;RMKI;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
3894;Mainaschaff;FMAS;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
6995;Mainhausen Zellhausen;;RMV;7;;Hessen;;2,27;;
3896;Mainleus;NML;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3897;Mainroth;NMRH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
2809;Maintal Ost;FHD;RMV;4;5;Hessen;Mitte;3,2;2,37;25,94
669;Maintal West;FBMR;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
3898;Mainz Hbf;FMZ;ZPNV Süd;2;1;Rheinland-Pfalz;Mitte;18,87;21,68;–14,89
3899;Mainz Nord;FMN;ZPNV Süd;6;5;Rheinland-Pfalz;Mitte;2,08;1,73;16,83
3900;Mainz Römisches Theater;;ZPNV Süd;3;;Rheinland-Pfalz;;4,33;;
3900;Mainz Süd;FMS;ZPNV Süd;3;4;Rheinland-Pfalz;Mitte;4,33;1,31;69,75
3901;Mainz-Bischofsheim;FMB P;RMV;4;3;Hessen;Mitte;3,2;4,65;–45,31
3901;Mainz-Bischofsheim;FMB;RMV;4;3;Hessen;Mitte;3,2;4,65;–45,31
3902;Mainz-Gonsenheim;FMGO;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
3903;Mainz-Gustavsburg;FMG;RMV;4;5;Hessen;Mitte;3,2;2,37;25,94
3904;Mainz-Kastel;FMK;RMV;4;4;Hessen;Mitte;3,2;1,85;42,19
3905;Mainz-Laubenheim;FML;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
3906;Mainz-Marienborn;FMMB;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
3907;Mainz-Mombach;FMM;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
3909;Maisach;MMA;BEG;4;5;Bayern;Süd;3,97;2,32;41,56
3910;Malchin;WMA;VMV;7;6;Mecklenburg-Vorpommern;Ost;3,85;2,72;29,35
3911;Malching (Oberbay);MMAG;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
3912;Malchow (Meckl);WMAL;BEG;6;6;Mecklenburg-Vorpommern;Ost;3,34;2,72;18,56
3914;Mallersdorf;MMD;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
3916;Malmsheim;TMAL;VRStutt;5;5;Baden-Württemberg;Südwest;2,5;2,31;7,6
3917;Malsch;RMS;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
8025;Malsch Süd;;NVBW;6;;Baden-Württemberg;;2,93;;
3918;Malsfeld;FMFH;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
469;Malsfeld-Beiseförth;FBEF;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
4299;Mammendorf-Nannhofen;MNAN;BEG;4;5;Bayern;Süd;3,97;2,32;41,56
4299;Mammendorf-Nannhofen;MNAN;BEG;4;5;Bayern;Süd;3,97;2,32;41,56
3924;Manndorf;NMDF;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
3925;Mannheim Hbf;RM;NVBW;2;1;Baden-Württemberg;Südwest;15,85;14,82;6,5
3926;Mannheim Rbf;RMRP;NVBW;2;4;Baden-Württemberg;Südwest;15,85;1,47;90,73
3926;Mannheim Rbf;RMR;NVBW;2;4;Baden-Württemberg;Südwest;15,85;1,47;90,73
3927;Mannheim-Friedrichsfeld;RMF;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
3928;Mannheim-Friedrichsfeld Süd;RMFS;NVBW;4;4;Baden-Württemberg;Südwest;4,62;1,47;68,18
3929;Mannheim-Handelshafen;RMHH;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3930;Mannheim-Käfertal;RMKL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3931;Mannheim-Luzenberg;RMLB;NVBW;5;6;Baden-Württemberg;Südwest;3,49;2,03;41,83
3932;Mannheim-Neckarau;RMN;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
3933;Mannheim-Neckarstadt;RMNS;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3934;Mannheim-Rheinau;RMA;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
3935;Mannheim-Seckenheim;RMSE;NVBW;4;4;Baden-Württemberg;Südwest;4,62;1,47;68,18
3936;Mannheim-Waldhof;RMW;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
3938;Mansfeld (Südharz);LMAS;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
6456;Manzell;TMAN;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3941;Marbach (Neckar);TMB;VRStutt;4;3;Baden-Württemberg;Südwest;3,48;6,87;–97,41
7148;Marbach Ost Villingen-Schwenningen;RMBO;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
7147;Marbach West Villingen-Schwenningen;RMBW;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
3942;Marbeck-Heiden;EMHD;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3943;Marburg (Lahn);FMBG;RMV;2;3;Hessen;Mitte;11,79;4,65;60,56
3944;Marburg Süd;FMBS;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
3946;Maria Rain;MMRN;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
3947;Maria-Veen;EMV;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
3951;Marienborn;LMBN;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
3953;Marienhafe;HMAR;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
6768;Marienheide;KMAH;NVR;6;6;Nordrhein-Westfalen;West;4,3;2,79;35,12
3955;Markdorf (Baden);RMAD;NVBW;5;6;Baden-Württemberg;Südwest;3,49;2,03;41,83
3956;Marke;LMAR;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
3957;Markelfingen;RMAR;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
3958;Markelsheim;TMA;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3961;Markkleeberg;LMA;ZVNL;5;4;Sachsen;Südost;4,43;1,61;63,66
3962;Markkleeberg Mitte;;ZVNL;7;;Sachsen;;4,12;;
8297;Markkleeberg Nord;;ZVNL;6;;Sachsen;;2,57;;
2017;Markkleeberg-Gaschwitz;;ZVNL;5;;Sachsen;;4,43;;
3964;Markkleeberg-Großstädteln;LMAG;ZVNL;6;4;Sachsen;Südost;2,57;1,61;37,35
3965;Markranstädt;LMKS;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
3966;Marksuhl;UML;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
3968;Markt Bibart;NMB;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3970;Markt Erlbach;NMER;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3971;Markt Schwaben;MSB;BEG;3;4;Bayern;Süd;5,81;1,44;75,22
3973;Marktbreit;NMT;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3974;Marktgölitz;UMG;BEG;6;6;Thüringen;Südost;3,34;1,78;46,71
3976;Marktleuthen;NMH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3977;Marktoberdorf;MMO;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
3978;Marktoberdorf Schule;MMOS;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3979;Marktredwitz;NMR;BEG;3;3;Bayern;Süd;5,81;8,54;–46,99
3980;Marktschorgast;NMSG;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
3981;Marl Mitte;EMAM;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
3983;Marl-Hamm;EMHM;VRR;6;6;Nordrhein-Westfalen;West;3,61;2,79;22,71
3984;Marl-Sinsen;EMSI;VRR;5;3;Nordrhein-Westfalen;West;2,88;5,81;–101,74
3985;Marlishausen;UMAH;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
3986;Marquardt;BMQU;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
